,ResNet,DenseNet,EfficientNet,ResNext,WideNet,VGG
0,0.002348083071410656,0.5293858647346497,0.30348658561706543,0.18849481642246246,0.30812662839889526,0.20594733953475952
1,0.3277503550052643,0.001832581590861082,0.20847183465957642,0.27461662888526917,0.007809532806277275,0.17123499512672424
2,0.004146472550928593,0.30675485730171204,0.302215039730072,0.009645901620388031,0.1309967041015625,0.010262052528560162
3,0.3307085931301117,0.004015686456114054,0.24330073595046997,0.009386077523231506,0.011361704207956791,0.00045634465641342103
4,0.3381243348121643,0.00012463073653634638,0.19844482839107513,0.1960802674293518,0.012827853672206402,0.0156931784003973
5,0.09223014116287231,0.11296027898788452,0.2656359076499939,0.062327124178409576,0.2845175862312317,0.10169586539268494
6,0.27216947078704834,0.1439741551876068,0.29400306940078735,0.03945878520607948,0.0008150615030899644,0.0006180279888212681
7,0.007212075404822826,0.0014362940564751625,0.35816490650177,0.07074595987796783,0.2999897301197052,0.23281629383563995
8,0.032311439514160156,0.2926928997039795,0.3233988881111145,0.07140452414751053,0.04953097552061081,0.00028391164960339665
9,0.0005474764620885253,0.13100665807724,0.30759042501449585,0.08074675500392914,0.0006374034564942122,0.028030917048454285
10,0.01387039851397276,0.07036826014518738,0.250857412815094,0.3899060785770416,0.004181086551398039,0.05218224227428436
11,0.6364893913269043,0.4754163920879364,0.2159077674150467,0.07205420732498169,0.13480865955352783,0.0015690610744059086
12,0.09879230707883835,0.1067856177687645,0.31934529542922974,0.21919290721416473,0.06189034879207611,0.2733820080757141
13,7.129368896130472e-05,0.006511680781841278,0.3306487798690796,0.06821727752685547,0.2905201315879822,0.03231633082032204
14,0.002629338763654232,0.2739250361919403,0.2947677671909332,0.007436617277562618,0.07614240795373917,0.24678204953670502
15,0.1566990315914154,0.07372987270355225,0.4219185411930084,0.3123447299003601,0.3399192690849304,0.16053922474384308
16,0.0008736330200918019,0.00021167946397326887,0.3404240310192108,0.06813252717256546,0.004589798394590616,0.3285384774208069
17,0.39401906728744507,0.17528684437274933,0.2896132469177246,0.022962946444749832,0.0018226697575300932,0.16216593980789185
18,0.0070229144766926765,0.6475738286972046,0.17665183544158936,0.1462688446044922,0.1875883787870407,0.0014101286651566625
19,0.002625982975587249,0.003674207953736186,0.3572480082511902,0.009296827018260956,0.14871065318584442,0.0437249094247818
20,0.3651276230812073,8.981763676274568e-05,0.3851340711116791,0.06674004346132278,0.0019365404732525349,0.003250626614317298
21,0.10305407643318176,0.39892497658729553,0.34434765577316284,0.25509241223335266,0.07317850738763809,0.32526588439941406
22,0.14697736501693726,0.0003113292914349586,0.2586366534233093,0.25453323125839233,0.00139550119638443,0.2611801326274872
23,0.5873702168464661,0.027173766866326332,0.19705888628959656,0.010340194217860699,0.003006130922585726,0.1472032219171524
24,0.2208433598279953,0.13368313014507294,0.25776752829551697,0.00804240070283413,0.011516749858856201,0.0012088448274880648
25,0.6360101103782654,0.00109072495251894,0.15187937021255493,0.29754403233528137,0.031393926590681076,0.0006923324544914067
26,8.165615145117044e-05,0.0014225997729226947,0.2330140322446823,0.21771080791950226,0.508256733417511,0.19796116650104523
27,0.4362849295139313,0.11585400998592377,0.5133289098739624,0.019679978489875793,0.1944664567708969,0.024342771619558334
28,0.09347818791866302,0.002625620923936367,0.2440119981765747,0.39506426453590393,0.0026652920059859753,0.11228220909833908
29,0.7673903703689575,0.7055981755256653,0.3126923739910126,0.13053372502326965,0.14290262758731842,0.014942639507353306
30,0.0005022624973207712,0.0488567017018795,0.17823955416679382,0.019578490406274796,0.2017747163772583,0.01329264510422945
31,2.7248290280112997e-05,0.0005914923385716975,0.2739693522453308,0.07843177765607834,0.32098230719566345,0.15653523802757263
32,0.26237571239471436,0.008573481813073158,0.2580524682998657,0.32280346751213074,0.3947453796863556,0.1984204649925232
33,0.3794609308242798,0.6563860177993774,0.3054892122745514,0.03272760659456253,0.1112852469086647,0.13183166086673737
34,0.004641418810933828,0.013190165162086487,0.356425940990448,0.22600239515304565,0.1223682314157486,0.003878585062921047
35,0.11698510497808456,0.0144664840772748,0.32326197624206543,0.2839154005050659,0.3431740403175354,0.6381720304489136
36,0.360947847366333,0.21893712878227234,0.24558871984481812,0.17150110006332397,0.07792607694864273,0.007307400926947594
37,0.2703569233417511,0.010147573426365852,0.22876490652561188,0.01139883417636156,0.0004987280117347836,0.022632313892245293
38,0.05552171915769577,0.1327168345451355,0.24978023767471313,0.14340493083000183,0.27282461524009705,0.5917456150054932
39,0.00547456368803978,0.16534948348999023,0.4671991467475891,0.08134081959724426,0.5092754364013672,0.08375582098960876
40,4.1013754525920376e-05,0.039973486214876175,0.2503114938735962,0.08065307885408401,0.6430010795593262,0.14684537053108215
41,0.014522749930620193,0.21024653315544128,0.0756053552031517,0.03152301162481308,0.0006365968729369342,0.6868016123771667
42,0.005520935636013746,0.018337897956371307,0.33017855882644653,0.19879397749900818,0.3974887728691101,0.14528441429138184
43,0.07262570410966873,0.2132749855518341,0.477337509393692,0.07745912671089172,0.04099436104297638,0.07031640410423279
44,0.0017411657609045506,0.060970861464738846,0.4185749888420105,0.08507899940013885,0.043683331459760666,0.0007508303388021886
45,0.14457844197750092,0.0002330238785361871,0.187682643532753,0.15786883234977722,0.003048061626031995,0.013242004439234734
46,7.490298594348133e-05,0.03210345283150673,0.20281019806861877,0.0637529045343399,0.0007406640215776861,0.08439760655164719
47,0.03447842597961426,0.0954420268535614,0.24047821760177612,0.13181260228157043,0.0020798840560019016,0.14209765195846558
48,0.0010236818343400955,0.2038295418024063,0.31678205728530884,0.03866582363843918,0.21655534207820892,0.00010062954970635474
49,0.19068780541419983,0.1900177299976349,0.49500614404678345,0.011496064253151417,0.10805892199277878,0.10786670446395874
50,0.26917967200279236,0.1659146547317505,0.31796562671661377,0.14233288168907166,0.41305845975875854,0.5395781993865967
51,0.29609763622283936,0.017585117369890213,0.4008520841598511,0.14556387066841125,0.0014815281610935926,0.16249747574329376
52,0.32033517956733704,0.5199488401412964,0.2984284460544586,0.052999723702669144,0.001890237326733768,0.1404220312833786
53,0.2578278183937073,0.22304606437683105,0.27510297298431396,0.12956909835338593,0.12678754329681396,0.3423387408256531
54,0.000166912010172382,0.002407154068350792,0.4008800685405731,0.013726405799388885,0.004034379497170448,0.0003136536106467247
55,9.922551726049278e-06,0.6151356101036072,0.24835419654846191,0.03632371500134468,0.04531245306134224,0.0003012889646925032
56,0.0005004707491025329,0.000277517712675035,0.2122703492641449,0.2563733160495758,0.0015737166395410895,0.29364827275276184
57,0.01604626700282097,0.11076052486896515,0.42068544030189514,0.06692691147327423,0.018635597079992294,0.026440361514687538
58,0.007888526655733585,0.0010465672239661217,0.19899031519889832,0.25194695591926575,0.09471181035041809,0.20736177265644073
59,0.0001686223258730024,0.008850779384374619,0.30337095260620117,0.034509673714637756,0.17606917023658752,0.3041554391384125
60,0.39267870783805847,0.341139018535614,0.224677175283432,0.09036290645599365,0.36969709396362305,0.007000813726335764
61,0.053161438554525375,0.26771125197410583,0.17908546328544617,0.06110893562436104,0.3199719190597534,0.25026264786720276
62,0.00020485524146351963,0.0003425214672461152,0.30432161688804626,0.016257159411907196,0.4387151598930359,0.05336907505989075
63,0.6146293878555298,0.20346368849277496,0.31343939900398254,0.014780083671212196,0.05387081950902939,0.006805147510021925
64,0.17143987119197845,0.16160348057746887,0.28668132424354553,0.038027074187994,0.17929142713546753,0.49752676486968994
65,0.010629619471728802,0.16785040497779846,0.2582815885543823,0.23794803023338318,0.5088414549827576,0.07080838829278946
66,0.0008175112307071686,0.188892662525177,0.4395175576210022,0.026754409074783325,0.0009036187548190355,0.1879393458366394
67,0.0007611002074554563,0.012847610749304295,0.38846758008003235,0.19281886518001556,0.0007858886965550482,0.2009822577238083
68,6.838032732048305e-06,5.21807414770592e-05,0.2701027989387512,0.33383867144584656,0.10670757293701172,0.0024845083244144917
69,0.3403632342815399,0.32122695446014404,0.20914965867996216,0.17935144901275635,0.13388720154762268,0.32488393783569336
70,0.00013333304377738386,0.3988581895828247,0.3319026529788971,0.06865102052688599,0.44551342725753784,0.6141642928123474
71,0.03400249034166336,0.050271160900592804,0.28733938932418823,0.14488659799098969,0.2624610960483551,0.23384760320186615
72,0.4865870177745819,0.18063098192214966,0.3182847499847412,0.11282819509506226,0.03816496580839157,0.0007933275774121284
73,1.994961166928988e-05,0.170001819729805,0.1458010971546173,0.045787110924720764,0.29263076186180115,0.1992383599281311
74,0.020322611555457115,0.09020337462425232,0.31637609004974365,0.06466449052095413,0.05883914604783058,0.13641218841075897
75,0.27904441952705383,1.014230489730835,0.26291683316230774,0.09833402186632156,0.38541102409362793,0.02259862795472145
76,0.005812004674226046,0.08986727148294449,0.18378093838691711,0.20615991950035095,0.0006360354600474238,0.1524054855108261
77,0.09190070629119873,0.8884011507034302,0.12258878350257874,0.03884539753198624,0.21467310190200806,0.33698830008506775
78,0.9694644212722778,0.15368185937404633,0.23874078691005707,0.015572487376630306,0.2529906928539276,0.05697588622570038
79,0.5566579103469849,0.0031182286329567432,0.2721059322357178,0.06356016546487808,0.0016111036529764533,0.13577932119369507
80,0.008154574781656265,0.11456374078989029,0.19646388292312622,0.04531901329755783,0.22497278451919556,0.7025552988052368
81,0.08639570325613022,0.21743540465831757,0.3310073912143707,0.07595857232809067,0.18152664601802826,0.0004418610769789666
82,0.2797163128852844,0.013805058784782887,0.34287673234939575,0.008344681933522224,0.20438805222511292,0.0859467014670372
83,0.20142754912376404,0.02338314987719059,0.41987985372543335,0.03508453816175461,0.16216006875038147,0.06385645270347595
84,0.0011199566069990396,0.240117609500885,0.3329128623008728,0.23120862245559692,0.0004117785138078034,0.015944719314575195
85,0.3530322313308716,0.17756487429141998,0.09562040865421295,0.132697194814682,0.02017453871667385,0.1757819503545761
86,0.02134081721305847,0.25754112005233765,0.10429218411445618,0.08500122278928757,0.09491028636693954,0.011336278170347214
87,0.043570272624492645,0.06883517652750015,0.35360783338546753,0.22528493404388428,0.0048754154704511166,0.012030004523694515
88,0.2339334338903427,0.009144546464085579,0.5109177827835083,0.007953678257763386,0.0034881222527474165,0.15836791694164276
89,0.17776980996131897,0.06216999515891075,0.4251575767993927,0.20866887271404266,0.0002875012287404388,0.11849817633628845
90,0.4746434986591339,0.5203213691711426,0.7825372219085693,0.01905164122581482,0.1706036478281021,0.16102111339569092
91,3.628504782682285e-05,0.2322085052728653,0.37458640336990356,0.00860418938100338,0.0048499396070837975,0.00042656378354877234
92,3.3569169318070635e-05,0.00323103996925056,0.36647140979766846,0.19292764365673065,0.22058911621570587,0.5460529923439026
93,0.24896064400672913,0.019080519676208496,0.49331703782081604,0.014786452986299992,0.17962487041950226,0.0002018227824009955
94,0.0002308963448740542,0.1710028052330017,0.44860023260116577,0.049155522137880325,0.4987133741378784,0.20032861828804016
95,0.23656316101551056,0.12286896258592606,0.32414159178733826,0.1890331655740738,0.2008034884929657,0.2499975711107254
96,2.771645768007147e-06,0.22021223604679108,0.49599170684814453,0.35935962200164795,0.33563363552093506,0.005649718921631575
97,0.42882636189460754,0.15834635496139526,0.3223361372947693,0.0638299211859703,0.00285150483250618,0.4393428564071655
98,0.187496155500412,0.18299031257629395,0.16557413339614868,0.021238993853330612,0.032046061009168625,0.1010318398475647
99,0.28066685795783997,0.27997300028800964,0.36349037289619446,0.20850920677185059,0.13515737652778625,0.1040421724319458
100,0.3103072941303253,0.009315530769526958,0.26999372243881226,0.019959019497036934,0.002805454656481743,0.29512515664100647
101,1.8406864910502918e-05,0.16165514290332794,0.20225349068641663,0.010710300877690315,0.2863684594631195,0.00030559563310816884
102,0.008563150651752949,0.023851139470934868,0.19811643660068512,0.018449414521455765,0.26937851309776306,0.2932642996311188
103,1.542583413538523e-05,0.04597064107656479,0.2887342572212219,0.1752326786518097,0.13241727650165558,0.001472703879699111
104,0.0005899833049625158,0.0004837429733015597,0.4862086772918701,0.2635628879070282,0.01092794444411993,0.04604802653193474
105,0.497994989156723,0.09155047684907913,0.2940363585948944,0.13348571956157684,0.006406969856470823,0.19668292999267578
106,0.33110764622688293,0.29918381571769714,0.21846604347229004,0.0126763004809618,0.005589740350842476,0.0019239260582253337
107,0.7894445061683655,0.0010156836360692978,0.42279917001724243,0.28180086612701416,0.20208640396595,0.0016037554014474154
108,0.7209014892578125,0.29515331983566284,0.40318894386291504,0.030754849314689636,0.20381788909435272,0.011901064775884151
109,0.7641240358352661,0.07031234353780746,0.3449060618877411,0.10850132256746292,0.0011749151162803173,0.2780458331108093
110,0.42618972063064575,0.5163098573684692,0.13243505358695984,0.18341653048992157,0.020344480872154236,0.2503400146961212
111,0.5726868510246277,0.003185756504535675,0.44635117053985596,0.11327433586120605,0.029250826686620712,0.3771401643753052
112,0.5777971744537354,0.016610831022262573,0.42188704013824463,0.01173665001988411,0.31702089309692383,0.0059185028076171875
113,4.789591548615135e-05,0.0016236647497862577,0.44323354959487915,0.04781957343220711,0.01621757075190544,0.004729932174086571
114,0.4583732485771179,0.011057130992412567,0.2169107049703598,0.33385002613067627,0.27681639790534973,0.20613084733486176
115,0.014395937323570251,0.05201480910181999,0.2867247462272644,0.20241084694862366,0.3202270269393921,0.2776845693588257
116,0.2590191960334778,0.006169507745653391,0.3699973523616791,0.009419461712241173,0.0006542304181493819,0.16110125184059143
117,2.7377634978620335e-05,0.00019183197582606226,0.5056415796279907,0.18649403750896454,0.3780595660209656,0.5187420845031738
118,0.4386202096939087,0.0017807738622650504,0.19261085987091064,0.01932423561811447,0.03465466946363449,0.06571073085069656
119,0.6727054715156555,0.16027121245861053,0.322571724653244,0.272091805934906,0.002576890168711543,0.18954350054264069
120,0.0054984609596431255,0.5572293400764465,0.30796685814857483,0.09713277220726013,0.10415579378604889,0.3903995454311371
121,0.2296687513589859,0.4189437925815582,0.2953217327594757,0.010784067213535309,0.1785217821598053,0.46690985560417175
122,0.2762046158313751,0.5249245762825012,0.2998638153076172,0.15657812356948853,0.03457146883010864,0.0726698487997055
123,8.06164553068811e-06,0.37120184302330017,0.3827816843986511,0.28451475501060486,0.49191445112228394,0.01070480514317751
124,0.00010572484461590648,0.01907469518482685,0.1706838756799698,0.13660550117492676,0.06380745768547058,0.00348727498203516
125,0.22325122356414795,0.0007863344508223236,0.2371731549501419,0.18420198559761047,0.5454944372177124,0.21336527168750763
126,0.0003777838428504765,0.13767142593860626,0.13435351848602295,0.14533278346061707,0.25538796186447144,0.37114283442497253
127,0.285243958234787,0.34001606702804565,0.36691784858703613,0.00834309309720993,0.21727102994918823,0.36283695697784424
128,0.038701046258211136,0.02608915977180004,0.319895476102829,0.22470185160636902,0.1581290364265442,0.6437537670135498
129,0.07044979184865952,0.11416174471378326,0.30496054887771606,0.08451280742883682,0.3144892752170563,0.0015239883214235306
130,0.4722524881362915,0.009110646322369576,0.20512652397155762,0.13357967138290405,0.1836443841457367,0.22312074899673462
131,0.09340432286262512,0.005460750311613083,0.4335431456565857,0.03928815945982933,0.3458276093006134,0.2081511914730072
132,1.7584084272384644,6.581198977073655e-05,0.16866344213485718,0.0073603675700724125,0.0001405635557603091,0.0005596107221208513
